record_id,product_category,event_type,store_location,storage_condition,shelf_life_days,days_before_expiry,initial_stock,expected_daily_sales,actual_daily_sales,total_actual_sales,price_per_unit,supplier_reliability,temperature_deviation,historical_waste_rate,promotion_active,day_of_week,month,weather_score,waste_units,waste_percentage,financial_loss
734,Ready_to_Eat,Hari_Raya_Idul_Adha,Near_Transport_Hub,Room_Temperature,2,1,35,20,20,20,69262,0.97,2.45,0.311,1,2,12,3,12,0.3429,831144
735,Dairy,Normal,Near_Transport_Hub,Refrigerated,8,5,71,11,9,45,45905,0.6,2.87,0.132,1,4,7,4,11,0.1549,504955
736,Frozen,Normal,Residential_Area,Controlled_Atmosphere,134,88,3135,30,30,2640,87401,0.68,0.28,0.037,0,6,2,3,50,0.0159,4370050
737,Meat,Long_Weekend,Urban_Center,Room_Temperature,2,1,46,32,34,34,51056,0.91,4.32,0.127,1,7,6,5,8,0.1739,408448
738,Vegetables,Long_Weekend,Urban_Center,Refrigerated,2,1,48,28,33,33,15161,0.64,4.76,0.098,0,2,4,1,11,0.2292,166771
739,Snacks,Normal,Suburban,Controlled_Atmosphere,137,48,3595,64,47,2256,9015,0.78,0.51,0.03,0,3,3,5,84,0.0234,757260
740,Bakery,Normal,Rural,Room_Temperature,2,1,104,103,48,48,16509,0.8,1.43,0.191,0,6,4,5,27,0.2596,445743
741,Fruits,Normal,Suburban,Refrigerated,3,1,81,68,87,81,61373,0.63,3.82,0.136,1,6,11,1,2,0.0247,122746
742,Ready_to_Eat,Ramadan,Urban_Center,Frozen,3,2,230,94,69,138,34277,0.8,3.82,0.222,0,2,4,5,50,0.2174,1713850
743,Beverages,Hari_Raya_Idul_Adha,Rural,Controlled_Atmosphere,267,238,12868,34,23,5474,30268,0.77,0.02,0.024,0,7,11,2,466,0.0362,14104888
744,Meat,Normal,Suburban,Room_Temperature,2,1,59,59,43,43,45920,0.61,1.96,0.159,0,5,5,2,8,0.1356,367360
745,Frozen,Mudik_Lebaran,Suburban,Controlled_Atmosphere,45,23,202,7,4,92,77482,0.84,0.14,0.051,0,2,7,4,15,0.0743,1162230
746,Vegetables,Ramadan,Residential_Area,Controlled_Atmosphere,6,1,110,109,70,70,27468,0.92,0.86,0.129,0,1,1,4,9,0.0818,247212
747,Seafood,Back_to_School,Rural,Controlled_Atmosphere,3,2,283,120,64,128,58327,0.99,0.78,0.23,0,6,10,5,54,0.1908,3149658
748,Ready_to_Eat,Mudik_Lebaran,Urban_Center,Frozen,3,1,37,25,31,31,15328,0.81,2.31,0.31,0,6,5,1,7,0.1892,107296
749,Meat,Normal,Urban_Center,Controlled_Atmosphere,3,1,75,72,53,53,101350,0.79,0.15,0.155,0,3,10,5,8,0.1067,810800
750,Ready_to_Eat,Ramadan,Rural,Refrigerated,3,1,130,129,75,75,61819,0.75,3.5,0.303,1,2,3,3,30,0.2308,1854570
751,Bakery,Normal,Suburban,Controlled_Atmosphere,4,3,111,31,18,54,6530,0.97,0.46,0.164,0,3,3,5,18,0.1622,117540
752,Dairy,Hari_Raya_Idul_Adha,Residential_Area,Controlled_Atmosphere,8,2,85,33,26,52,6668,0.85,0.65,0.141,0,7,1,3,10,0.1176,66680
753,Snacks,Normal,Suburban,Controlled_Atmosphere,68,9,229,23,21,189,20401,0.64,0.36,0.037,1,3,2,4,5,0.0218,102005
754,Frozen,Natal_Tahun_Baru,Residential_Area,Refrigerated,83,58,2933,40,47,2726,49177,0.69,0.28,0.056,1,6,12,2,18,0.0061,885186
755,Meat,Promo_Besar,Suburban,Frozen,4,2,352,194,172,344,120340,0.72,0.12,0.203,0,1,1,2,5,0.0142,601700
756,Beverages,Normal,Urban_Center,Frozen,290,85,5020,53,40,3400,46135,0.9,1.41,0.031,0,2,4,5,99,0.0197,4567365
757,Frozen,Normal,Rural,Controlled_Atmosphere,37,29,3491,103,107,3103,68174,0.68,0.11,0.047,1,7,4,2,37,0.0106,2522438
758,Seafood,Hari_Raya_Idul_Adha,Rural,Frozen,4,1,82,57,40,40,91147,0.69,0.12,0.156,0,7,6,2,27,0.3293,2460969
759,Vegetables,Mudik_Lebaran,Near_Transport_Hub,Room_Temperature,5,4,215,33,25,100,46714,0.94,1.24,0.15,0,7,1,5,40,0.186,1868560
760,Dairy,Normal,Near_Transport_Hub,Room_Temperature,4,1,48,50,45,45,32732,0.9,1.86,0.13,0,3,1,1,1,0.0208,32732
761,Bakery,Back_to_School,Urban_Center,Controlled_Atmosphere,2,1,25,26,23,23,21998,0.88,0.27,0.143,0,1,12,2,3,0.12,65994
762,Dairy,Normal,Near_Transport_Hub,Controlled_Atmosphere,9,3,30,11,11,30,9129,0.98,0.88,0.169,0,2,5,1,1,0.0333,9129
763,Seafood,Natal_Tahun_Baru,Urban_Center,Refrigerated,4,3,467,157,163,467,37397,0.71,0.44,0.202,0,5,3,3,4,0.0086,149588
764,Snacks,Normal,Rural,Controlled_Atmosphere,82,75,5529,57,24,1800,24165,0.66,0.67,0.049,0,4,6,4,294,0.0532,7104510
765,Vegetables,Back_to_School,Near_Transport_Hub,Controlled_Atmosphere,6,2,45,18,24,45,43964,0.66,0.34,0.151,0,7,10,2,5,0.1111,219820
766,Frozen,Normal,Near_Transport_Hub,Refrigerated,158,140,2373,15,16,2240,48386,0.97,3.32,0.04,1,6,6,4,19,0.008,919334
767,Snacks,Back_to_School,Residential_Area,Controlled_Atmosphere,88,74,6695,77,87,6438,11974,0.69,0.64,0.032,0,7,4,1,24,0.0036,287376
768,Beverages,Normal,Urban_Center,Frozen,153,104,6271,54,61,6271,11329,0.98,0.96,0.021,1,2,3,1,0,0.0,0
769,Frozen,Back_to_School,Near_Transport_Hub,Refrigerated,106,44,3236,72,72,3168,96167,0.84,2.39,0.053,1,4,1,4,11,0.0034,1057837
770,Beverages,Hari_Raya_Idul_Adha,Near_Transport_Hub,Refrigerated,246,177,12015,53,48,8496,49882,0.8,0.14,0.022,0,1,8,3,230,0.0191,11472860
771,Bakery,Mudik_Lebaran,Rural,Room_Temperature,5,4,28,5,4,16,26069,0.94,1.08,0.189,1,2,10,1,10,0.3571,260690
772,Meat,Mudik_Lebaran,Residential_Area,Controlled_Atmosphere,6,1,26,17,12,12,84369,0.67,0.45,0.218,1,5,6,4,6,0.2308,506214
773,Seafood,Mudik_Lebaran,Suburban,Refrigerated,4,3,208,43,37,111,36501,0.72,1.12,0.268,0,4,4,4,75,0.3606,2737575
774,Bakery,Normal,Suburban,Refrigerated,4,2,132,62,63,126,26213,0.81,3.47,0.216,1,4,1,3,2,0.0152,52426
775,Bakery,Normal,Rural,Controlled_Atmosphere,4,3,176,47,42,126,6965,0.61,0.09,0.162,1,6,9,3,19,0.108,132335
776,Meat,Ramadan,Urban_Center,Refrigerated,3,1,45,38,51,45,71211,0.6,0.3,0.211,1,6,5,5,1,0.0222,71211
777,Vegetables,Back_to_School,Near_Transport_Hub,Room_Temperature,3,2,171,91,94,171,28418,0.82,3.14,0.17,1,6,3,5,3,0.0175,85254
778,Snacks,Promo_Besar,Urban_Center,Room_Temperature,91,81,11846,140,169,11846,19768,0.93,2.03,0.046,1,3,7,1,2,0.0002,39536
779,Frozen,Mudik_Lebaran,Suburban,Room_Temperature,152,131,5464,26,20,2620,35615,0.7,2.61,0.05,1,5,1,4,492,0.09,17522580
780,Dairy,Normal,Near_Transport_Hub,Frozen,10,6,370,54,55,330,25194,0.94,2.35,0.149,0,7,12,5,13,0.0351,327522
781,Ready_to_Eat,Ramadan,Residential_Area,Room_Temperature,2,1,42,33,27,27,44913,0.81,3.16,0.213,1,3,5,5,8,0.1905,359304
782,Seafood,Pasca_Mudik,Rural,Frozen,2,1,147,146,71,71,181699,0.77,3.3,0.255,0,2,12,3,33,0.2245,5996067
783,Snacks,Pasca_Mudik,Suburban,Controlled_Atmosphere,134,45,2757,49,54,2430,21189,0.68,0.79,0.048,1,6,8,3,26,0.0094,550914
784,Ready_to_Eat,Mudik_Lebaran,Rural,Room_Temperature,2,1,18,14,7,7,46089,0.99,0.02,0.203,0,4,8,5,11,0.6111,506979
785,Frozen,Normal,Urban_Center,Controlled_Atmosphere,155,153,3550,22,17,2601,30655,0.66,0.12,0.058,0,1,2,3,84,0.0237,2575020
786,Bakery,Back_to_School,Near_Transport_Hub,Room_Temperature,1,1,15,12,8,8,26578,0.71,2.15,0.168,0,5,5,5,2,0.1333,53156
787,Snacks,Ramadan,Suburban,Room_Temperature,163,99,4848,54,56,4848,15511,0.64,3.7,0.051,1,4,2,1,1,0.0002,15511
788,Beverages,Ramadan,Suburban,Room_Temperature,173,28,372,13,16,372,42987,0.94,4.25,0.029,1,7,2,4,5,0.0134,214935
789,Frozen,Hari_Raya_Idul_Adha,Near_Transport_Hub,Refrigerated,168,70,2340,24,21,1470,83673,0.74,0.1,0.05,0,4,10,2,115,0.0491,9622395
790,Frozen,Normal,Near_Transport_Hub,Room_Temperature,85,41,2130,52,62,2130,53099,0.96,1.9,0.061,0,6,10,2,5,0.0023,265495
791,Dairy,Normal,Rural,Frozen,9,1,75,70,35,35,32796,0.64,1.27,0.126,0,3,8,2,14,0.1867,459144
792,Snacks,Ramadan,Suburban,Refrigerated,108,47,1143,26,26,1143,15404,0.64,3.48,0.029,1,3,8,2,2,0.0017,30808
793,Meat,Normal,Rural,Room_Temperature,6,1,50,44,21,21,95053,0.86,3.92,0.229,0,2,5,5,9,0.18,855477
794,Seafood,Normal,Suburban,Refrigerated,1,1,47,49,61,47,57541,0.91,2.77,0.203,1,5,3,2,1,0.0213,57541
795,Fruits,Pasca_Mudik,Urban_Center,Refrigerated,9,3,129,45,35,105,22339,0.7,3.04,0.11,0,4,4,4,4,0.031,89356
796,Meat,Ramadan,Urban_Center,Refrigerated,5,2,28,13,10,20,84219,0.87,1.98,0.184,0,5,8,5,7,0.25,589533
797,Frozen,Natal_Tahun_Baru,Residential_Area,Controlled_Atmosphere,72,65,5885,99,62,4030,24622,0.84,0.37,0.044,0,4,7,4,135,0.0229,3323970
798,Seafood,Natal_Tahun_Baru,Suburban,Controlled_Atmosphere,2,1,181,151,110,110,195150,0.92,0.4,0.173,0,4,5,4,32,0.1768,6244800
799,Seafood,Mudik_Lebaran,Near_Transport_Hub,Refrigerated,2,1,51,42,35,35,38924,0.74,4.55,0.271,0,1,10,3,15,0.2941,583860
800,Dairy,Back_to_School,Near_Transport_Hub,Refrigerated,8,3,132,40,51,132,5724,1.0,0.73,0.169,1,1,9,2,3,0.0227,17172
801,Frozen,Normal,Residential_Area,Controlled_Atmosphere,118,80,3386,46,32,2560,82763,0.83,0.88,0.058,0,5,1,5,71,0.021,5876173
802,Meat,Back_to_School,Near_Transport_Hub,Frozen,7,6,643,93,73,438,38868,0.66,4.57,0.136,0,4,4,1,48,0.0747,1865664
803,Seafood,Mudik_Lebaran,Suburban,Controlled_Atmosphere,2,1,57,32,35,35,80211,0.6,0.07,0.267,1,4,2,2,23,0.4035,1844853
804,Beverages,Normal,Near_Transport_Hub,Frozen,345,191,15712,82,82,15662,41606,0.82,4.51,0.034,0,3,9,2,11,0.0007,457666
805,Snacks,Natal_Tahun_Baru,Residential_Area,Room_Temperature,88,3,318,103,80,240,38347,0.72,4.86,0.052,1,5,5,3,12,0.0377,460164
806,Seafood,Hari_Raya_Idul_Adha,Suburban,Controlled_Atmosphere,2,1,77,60,78,77,129818,0.77,0.33,0.165,1,4,11,1,0,0.0,0
807,Frozen,Mudik_Lebaran,Near_Transport_Hub,Room_Temperature,136,122,632,4,3,366,55371,0.69,4.4,0.05,0,5,4,4,59,0.0934,3266889
808,Ready_to_Eat,Long_Weekend,Rural,Room_Temperature,3,2,119,56,40,80,15380,0.63,3.69,0.198,0,1,12,2,19,0.1597,292220
809,Dairy,Normal,Rural,Frozen,13,10,213,17,15,150,26636,0.64,4.98,0.112,1,1,4,2,23,0.108,612628
810,Bakery,Normal,Rural,Refrigerated,5,3,75,22,9,27,11519,0.66,3.88,0.202,0,2,12,3,24,0.32,276456
811,Meat,Natal_Tahun_Baru,Near_Transport_Hub,Frozen,6,3,290,79,73,219,74784,0.92,1.18,0.232,0,3,4,2,21,0.0724,1570464
812,Bakery,Normal,Urban_Center,Room_Temperature,1,1,20,22,20,20,28243,0.73,1.6,0.169,0,4,2,5,5,0.25,141215
813,Seafood,Hari_Raya_Idul_Adha,Urban_Center,Frozen,2,1,19,19,21,19,91107,0.76,4.06,0.215,0,7,12,3,5,0.2632,455535
814,Frozen,Ramadan,Residential_Area,Room_Temperature,31,28,1612,54,58,1612,78818,0.95,1.67,0.036,1,5,10,4,5,0.0031,394090
815,Meat,Mudik_Lebaran,Urban_Center,Frozen,7,3,99,33,40,99,83281,0.91,4.85,0.148,1,6,11,5,4,0.0404,333124
816,Ready_to_Eat,Ramadan,Residential_Area,Room_Temperature,2,1,136,120,96,96,29018,0.82,3.78,0.182,0,4,10,1,25,0.1838,725450
817,Ready_to_Eat,Pasca_Mudik,Rural,Room_Temperature,2,1,122,99,71,71,63525,0.69,4.52,0.213,1,5,4,1,23,0.1885,1461075
818,Frozen,Normal,Urban_Center,Refrigerated,100,69,5754,92,85,5754,98888,0.92,3.84,0.055,0,5,4,5,0,0.0,0
819,Seafood,Back_to_School,Near_Transport_Hub,Frozen,2,1,13,15,18,13,194566,0.7,2.4,0.167,0,6,5,2,3,0.2308,583698
820,Meat,Back_to_School,Suburban,Room_Temperature,4,1,61,55,72,61,91916,0.86,0.38,0.143,1,1,4,1,2,0.0328,183832
821,Meat,Normal,Near_Transport_Hub,Frozen,2,1,73,63,93,73,56477,0.91,1.78,0.136,1,7,4,5,4,0.0548,225908
822,Bakery,Promo_Besar,Suburban,Room_Temperature,3,1,190,171,174,174,18685,1.0,3.79,0.182,0,4,7,1,7,0.0368,130795
823,Seafood,Normal,Residential_Area,Controlled_Atmosphere,1,1,133,110,84,84,171134,0.91,0.39,0.239,1,1,1,4,17,0.1278,2909278
824,Vegetables,Ramadan,Near_Transport_Hub,Refrigerated,4,2,46,25,18,36,37112,0.82,0.58,0.109,0,5,12,3,7,0.1522,259784
825,Vegetables,Normal,Residential_Area,Controlled_Atmosphere,4,1,18,18,27,18,11973,0.88,0.82,0.182,1,7,7,1,3,0.1667,35919
826,Fruits,Natal_Tahun_Baru,Near_Transport_Hub,Refrigerated,3,2,133,71,58,116,23012,0.97,3.01,0.145,0,1,5,3,8,0.0602,184096
827,Seafood,Ramadan,Urban_Center,Room_Temperature,1,1,92,83,78,78,166900,0.97,0.4,0.248,0,7,12,5,7,0.0761,1168300
828,Bakery,Hari_Raya_Idul_Adha,Urban_Center,Frozen,4,1,82,52,70,70,7485,0.63,4.74,0.211,1,4,1,4,6,0.0732,44910
829,Fruits,Normal,Residential_Area,Room_Temperature,4,2,68,27,15,30,18614,0.85,0.08,0.1,0,2,12,5,12,0.1765,223368
830,Snacks,Hari_Raya_Idul_Adha,Residential_Area,Room_Temperature,123,71,1576,19,11,781,30456,0.68,2.64,0.036,0,5,7,5,112,0.0711,3411072
831,Frozen,Normal,Residential_Area,Controlled_Atmosphere,30,4,302,63,44,176,31802,0.83,0.81,0.052,0,2,3,1,9,0.0298,286218
832,Bakery,Natal_Tahun_Baru,Suburban,Room_Temperature,3,1,104,106,144,104,6629,0.93,0.07,0.153,1,2,3,1,3,0.0288,19887
833,Frozen,Ramadan,Rural,Controlled_Atmosphere,81,19,944,51,31,589,46820,0.8,0.95,0.048,1,4,8,2,40,0.0424,1872800
834,Beverages,Pasca_Mudik,Suburban,Controlled_Atmosphere,86,37,1652,46,38,1406,5902,0.79,0.76,0.022,0,3,11,2,17,0.0103,100334
835,Beverages,Promo_Besar,Rural,Room_Temperature,275,113,15678,153,103,11639,20363,0.86,1.92,0.039,0,6,3,1,271,0.0173,5518373
836,Bakery,Normal,Residential_Area,Frozen,4,1,22,18,13,13,10904,0.96,1.26,0.169,0,5,10,5,3,0.1364,32712
837,Beverages,Promo_Besar,Urban_Center,Room_Temperature,40,21,4866,217,275,4866,27367,0.6,0.97,0.023,0,7,7,3,1,0.0002,27367
838,Frozen,Ramadan,Residential_Area,Frozen,54,25,3454,110,106,2650,57561,0.62,1.68,0.049,1,3,8,2,113,0.0327,6504393
839,Bakery,Normal,Suburban,Room_Temperature,4,1,38,35,26,26,27202,0.63,3.4,0.257,0,2,4,2,5,0.1316,136010
840,Dairy,Back_to_School,Near_Transport_Hub,Refrigerated,7,6,958,127,133,798,11126,0.74,1.18,0.116,0,7,10,5,35,0.0365,389410
841,Dairy,Mudik_Lebaran,Rural,Room_Temperature,13,12,66,4,1,12,19179,0.92,4.44,0.114,0,2,10,3,29,0.4394,556191
842,Beverages,Pasca_Mudik,Suburban,Refrigerated,79,74,1662,23,18,1332,15286,0.69,0.23,0.024,0,2,3,3,20,0.012,305720
843,Ready_to_Eat,Normal,Urban_Center,Room_Temperature,2,1,110,94,71,71,64632,0.96,2.37,0.176,0,5,3,4,18,0.1636,1163376
844,Bakery,Normal,Urban_Center,Controlled_Atmosphere,2,1,55,47,36,36,25188,0.81,0.9,0.211,0,5,6,4,11,0.2,277068
845,Ready_to_Eat,Normal,Near_Transport_Hub,Controlled_Atmosphere,1,1,46,41,41,41,70700,0.89,0.77,0.178,0,4,9,4,2,0.0435,141400
846,Meat,Back_to_School,Suburban,Refrigerated,6,4,407,90,109,407,116680,0.93,0.26,0.145,0,7,3,2,4,0.0098,466720
847,Snacks,Hari_Raya_Idul_Adha,Suburban,Refrigerated,103,68,3206,39,35,2380,13924,0.93,0.22,0.04,0,2,4,1,72,0.0225,1002528
848,Frozen,Natal_Tahun_Baru,Residential_Area,Refrigerated,112,59,4056,53,41,2419,59260,0.61,3.83,0.058,0,6,1,1,261,0.0643,15466860
849,Ready_to_Eat,Normal,Suburban,Controlled_Atmosphere,1,1,75,82,83,75,51343,0.9,0.6,0.283,0,3,7,1,2,0.0267,102686
850,Fruits,Normal,Urban_Center,Room_Temperature,10,5,434,72,52,260,24736,0.67,3.82,0.12,0,3,7,4,38,0.0876,939968
851,Dairy,Ramadan,Urban_Center,Frozen,6,4,318,85,107,318,38809,0.71,0.75,0.139,1,4,3,3,2,0.0063,77618
852,Dairy,Normal,Suburban,Controlled_Atmosphere,14,1,98,86,78,78,8475,0.76,0.24,0.159,0,4,10,3,6,0.0612,50850
853,Snacks,Normal,Urban_Center,Refrigerated,94,7,196,28,51,196,39640,0.65,2.78,0.041,1,6,12,3,4,0.0204,158560
854,Beverages,Mudik_Lebaran,Suburban,Room_Temperature,223,184,2514,13,13,2392,22550,0.7,3.36,0.024,0,6,5,2,27,0.0107,608850
855,Fruits,Mudik_Lebaran,Suburban,Refrigerated,6,4,56,9,8,32,74248,0.77,0.52,0.153,1,4,1,4,13,0.2321,965224
856,Meat,Normal,Rural,Frozen,2,1,80,68,50,50,68371,0.74,3.42,0.158,0,6,1,1,12,0.15,820452
857,Fruits,Pasca_Mudik,Residential_Area,Refrigerated,6,1,107,91,79,79,72993,0.67,4.91,0.108,0,4,10,1,8,0.0748,583944
858,Dairy,Promo_Besar,Rural,Room_Temperature,6,2,209,85,57,114,17735,0.93,1.29,0.133,0,4,12,2,15,0.0718,266025
859,Bakery,Natal_Tahun_Baru,Near_Transport_Hub,Controlled_Atmosphere,1,1,164,165,191,164,5995,0.85,0.2,0.166,0,3,4,1,5,0.0305,29975
860,Bakery,Promo_Besar,Residential_Area,Controlled_Atmosphere,3,2,94,43,55,94,16343,0.91,0.72,0.203,1,2,4,1,0,0.0,0
861,Vegetables,Long_Weekend,Urban_Center,Room_Temperature,6,5,39,6,6,30,33950,0.85,2.49,0.159,0,5,2,4,8,0.2051,271600
862,Seafood,Normal,Residential_Area,Frozen,2,1,15,17,16,15,57289,0.95,3.2,0.23,1,3,4,2,0,0.0,0
863,Ready_to_Eat,Normal,Near_Transport_Hub,Room_Temperature,1,1,41,38,36,36,14816,0.7,1.38,0.226,1,3,1,3,7,0.1707,103712
864,Dairy,Long_Weekend,Urban_Center,Frozen,6,4,283,40,62,248,8038,0.81,0.48,0.172,0,7,1,1,11,0.0389,88418
865,Snacks,Hari_Raya_Idul_Adha,Rural,Controlled_Atmosphere,110,78,1758,14,7,546,30315,0.66,0.46,0.036,0,1,3,2,130,0.0739,3940950
866,Frozen,Pasca_Mudik,Suburban,Controlled_Atmosphere,176,28,4166,136,101,2828,88580,0.86,0.14,0.041,0,3,5,1,67,0.0161,5934860
867,Dairy,Long_Weekend,Near_Transport_Hub,Room_Temperature,8,3,124,27,36,108,41063,0.89,2.64,0.142,1,6,6,5,8,0.0645,328504
868,Vegetables,Mudik_Lebaran,Urban_Center,Refrigerated,6,3,104,33,32,96,21962,0.71,0.91,0.099,0,3,10,2,7,0.0673,153734
869,Ready_to_Eat,Back_to_School,Near_Transport_Hub,Controlled_Atmosphere,3,2,262,109,104,208,58891,0.89,0.68,0.322,0,5,5,2,19,0.0725,1118929
870,Ready_to_Eat,Normal,Rural,Refrigerated,2,1,95,85,70,70,61924,0.99,0.97,0.201,1,2,4,3,13,0.1368,805012
871,Frozen,Pasca_Mudik,Urban_Center,Controlled_Atmosphere,35,31,1467,50,51,1467,69749,0.99,0.03,0.048,0,3,9,2,5,0.0034,348745
872,Ready_to_Eat,Back_to_School,Suburban,Room_Temperature,3,1,84,67,47,47,72915,0.76,3.32,0.322,0,5,10,4,15,0.1786,1093725
873,Frozen,Ramadan,Rural,Room_Temperature,141,69,2542,35,20,1380,64584,0.74,3.15,0.063,1,5,8,4,197,0.0775,12723048
874,Seafood,Long_Weekend,Rural,Frozen,1,1,34,26,22,22,64046,0.7,3.98,0.195,0,6,1,1,7,0.2059,448322
875,Dairy,Normal,Residential_Area,Controlled_Atmosphere,12,7,309,48,46,309,30374,0.8,0.08,0.165,0,3,1,1,0,0.0,0
876,Ready_to_Eat,Ramadan,Urban_Center,Frozen,3,1,65,62,61,61,21612,0.95,2.61,0.306,0,6,7,2,6,0.0923,129672
877,Fruits,Normal,Near_Transport_Hub,Controlled_Atmosphere,10,5,302,51,44,220,63854,0.95,0.73,0.139,0,2,10,2,11,0.0364,702394
878,Beverages,Natal_Tahun_Baru,Near_Transport_Hub,Controlled_Atmosphere,54,11,1769,141,168,1769,22271,0.61,0.94,0.033,1,2,4,2,1,0.0006,22271
879,Vegetables,Normal,Suburban,Room_Temperature,4,2,55,22,17,34,33425,0.6,4.25,0.174,1,1,2,5,7,0.1273,233975
880,Frozen,Normal,Residential_Area,Frozen,63,30,2865,74,56,1680,64280,0.65,1.09,0.037,0,3,5,3,139,0.0485,8934920
881,Ready_to_Eat,Normal,Suburban,Controlled_Atmosphere,2,1,21,21,29,21,13466,0.69,0.2,0.213,1,4,9,1,5,0.2381,67330
882,Beverages,Ramadan,Suburban,Room_Temperature,68,2,117,47,44,88,43600,0.81,0.91,0.032,1,4,3,5,5,0.0427,218000
883,Ready_to_Eat,Mudik_Lebaran,Near_Transport_Hub,Room_Temperature,3,1,11,10,9,9,54664,1.0,2.04,0.226,0,4,12,1,5,0.4545,273320
884,Frozen,Mudik_Lebaran,Urban_Center,Controlled_Atmosphere,152,16,603,27,39,603,68095,0.81,0.81,0.061,1,7,1,4,1,0.0017,68095
885,Meat,Normal,Rural,Frozen,7,2,58,25,13,26,106449,0.75,3.89,0.184,0,1,11,3,7,0.1207,745143
886,Snacks,Ramadan,Suburban,Refrigerated,133,36,3615,78,66,2376,7584,0.82,2.67,0.044,1,5,10,5,150,0.0415,1137600
887,Meat,Normal,Urban_Center,Frozen,2,1,113,106,110,110,114265,0.84,3.46,0.181,1,2,5,5,5,0.0442,571325
888,Snacks,Ramadan,Urban_Center,Frozen,104,58,8606,137,155,8606,7346,0.88,2.21,0.037,1,5,7,4,5,0.0006,36730
889,Meat,Normal,Residential_Area,Controlled_Atmosphere,4,2,40,22,14,28,102289,0.87,0.46,0.192,0,5,3,5,6,0.15,613734
890,Meat,Long_Weekend,Suburban,Frozen,6,5,191,24,19,95,123616,0.86,1.59,0.183,0,2,11,2,36,0.1885,4450176
891,Vegetables,Natal_Tahun_Baru,Near_Transport_Hub,Controlled_Atmosphere,7,5,501,89,110,501,5007,0.87,0.17,0.174,1,6,6,3,4,0.008,20028
892,Frozen,Mudik_Lebaran,Near_Transport_Hub,Room_Temperature,65,46,2223,32,41,1886,98092,0.98,3.42,0.057,0,7,7,2,61,0.0274,5983612
893,Bakery,Normal,Suburban,Frozen,1,1,34,33,20,20,18836,0.67,4.73,0.187,0,2,7,5,8,0.2353,150688
894,Snacks,Ramadan,Rural,Refrigerated,88,65,2403,35,18,1170,28973,0.61,3.23,0.04,0,7,9,3,176,0.0732,5099248
895,Fruits,Long_Weekend,Suburban,Refrigerated,6,3,337,66,45,135,72149,0.93,0.37,0.144,0,5,8,2,51,0.1513,3679599
896,Vegetables,Ramadan,Rural,Refrigerated,2,1,47,51,47,47,22244,0.78,1.63,0.126,1,6,3,3,3,0.0638,66732
897,Beverages,Natal_Tahun_Baru,Residential_Area,Refrigerated,151,110,12323,122,78,8580,45682,0.71,4.23,0.034,0,1,5,1,540,0.0438,24668280
898,Frozen,Ramadan,Urban_Center,Controlled_Atmosphere,173,16,2164,142,110,1760,77654,0.6,0.36,0.042,0,5,6,4,39,0.018,3028506
899,Snacks,Long_Weekend,Near_Transport_Hub,Controlled_Atmosphere,67,42,3980,58,66,2772,34476,0.82,0.28,0.049,1,6,6,5,120,0.0302,4137120
900,Fruits,Pasca_Mudik,Rural,Controlled_Atmosphere,8,7,865,100,65,455,42753,0.67,0.13,0.153,0,1,12,4,39,0.0451,1667367
901,Dairy,Normal,Rural,Frozen,13,4,357,90,49,196,20494,0.65,4.39,0.184,0,7,6,3,37,0.1036,758278
902,Beverages,Normal,Suburban,Controlled_Atmosphere,314,94,7776,81,74,6956,39066,0.81,0.38,0.032,0,4,3,4,50,0.0064,1953300
903,Frozen,Mudik_Lebaran,Near_Transport_Hub,Frozen,135,39,196,3,3,117,36981,0.97,1.44,0.063,1,2,3,5,11,0.0561,406791
904,Seafood,Long_Weekend,Suburban,Room_Temperature,2,1,62,58,54,54,123869,0.9,4.43,0.223,0,4,3,2,4,0.0645,495476
905,Snacks,Normal,Near_Transport_Hub,Controlled_Atmosphere,126,91,1943,22,19,1729,16840,0.96,0.48,0.036,0,3,9,3,14,0.0072,235760
906,Dairy,Normal,Residential_Area,Refrigerated,11,8,601,67,39,312,11701,0.76,2.75,0.121,0,1,11,4,66,0.1098,772266
907,Seafood,Mudik_Lebaran,Suburban,Room_Temperature,1,1,16,11,12,12,173602,0.96,1.07,0.208,1,1,12,4,6,0.375,1041612
908,Bakery,Ramadan,Suburban,Room_Temperature,2,1,95,81,51,51,11012,0.92,4.28,0.205,0,3,5,4,23,0.2421,253276
909,Beverages,Normal,Near_Transport_Hub,Frozen,156,6,575,77,69,414,42854,0.92,3.87,0.032,0,2,8,5,24,0.0417,1028496
910,Dairy,Normal,Suburban,Controlled_Atmosphere,4,1,17,15,13,13,44052,0.79,0.53,0.15,1,4,12,3,5,0.2941,220260
911,Seafood,Normal,Urban_Center,Refrigerated,2,1,77,65,83,77,39231,0.82,0.87,0.271,1,5,8,5,3,0.039,117693
912,Snacks,Pasca_Mudik,Residential_Area,Controlled_Atmosphere,104,88,7218,69,41,3608,29392,0.87,0.36,0.034,0,1,1,2,208,0.0288,6113536
913,Frozen,Ramadan,Residential_Area,Frozen,58,30,936,25,21,630,42531,0.95,2.85,0.063,1,7,3,5,47,0.0502,1998957
914,Vegetables,Ramadan,Urban_Center,Frozen,3,2,169,71,78,156,15638,0.62,4.12,0.175,0,4,2,2,8,0.0473,125104
915,Bakery,Normal,Urban_Center,Room_Temperature,2,1,38,31,36,36,25950,0.98,2.05,0.23,1,1,10,1,0,0.0,0
